21.00,29.75,42.40,0,8,2.44,0.77,0.59,0.77,0.34,0.54,0.77,1.76,1.07,1.41,1.28,-2.66,-0.84,0.84,1.13,-0.84,-0.92,-0.88,-0.84,0.84,-0.84,-1.51,0.00,0.00,0.00,0.14,-0.00,0.00,1.06,-0.14,0.00,0.00,-0.00,0.50,30.29,46.31,0,10,2.79,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,-3.03,-0.96,0.96,0.96,-0.96,-0.96,-0.96,-0.96,0.96,-0.96,-0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.50,-0.00,0.00,0.00,0.00
16.50,39.39,36.33,0,11,2.71,0.23,0.86,0.86,0.86,0.86,1.78,0.86,0.86,2.25,0.96,-0.37,-0.12,-0.12,-0.12,-0.12,-0.12,-2.89,-0.97,-0.12,-0.12,-0.83,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,2.00,35.62,27.66,0,11,3.66,0.51,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,-1.41,-0.45,-0.45,-0.45,-0.34,-0.45,-1.69,-0.45,-0.45,-0.45,-0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.00,39.66,30.45,0,4,3.23,-1.50,-0.45,0.36,0.70,-0.65,1.02,1.02,1.95,2.96,2.50,-1.18,-0.37,1.80,0.28,0.37,-0.64,-1.50,-0.92,-3.79,-1.35,-1.95,-0.00,0.39,-1.69,-0.63,-0.42,-0.00,0.90,0.80,-0.00,-0.06,0.00,12.50,37.81,27.78,0,4,4.42,-1.64,-1.09,0.84,0.90,-1.22,1.40,1.31,1.73,2.52,1.84,-3.23,-0.40,1.76,0.40,1.02,-1.02,-1.02,-1.02,-2.72,-1.02,-1.33,0.00,0.72,-1.48,-0.79,-0.05,0.00,0.91,0.55,0.00,-0.24,0.00
17.50,37.93,28.15,6,10,2.26,-0.06,0.72,0.72,0.72,0.72,1.33,0.72,1.97,1.18,0.72,-0.00,-0.00,-1.12,-0.00,0.00,-0.00,-0.00,-1.94,-2.21,-1.40,-0.57,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.78,0.00,-0.00,0.00,0.00,10.00,38.07,25.65,6,10,3.42,-1.08,0.70,1.08,1.08,1.08,1.08,1.08,1.48,1.08,1.08,0.00,0.00,-1.12,0.00,0.00,0.00,0.00,-2.50,-2.57,-0.98,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00
18.00,29.63,35.50,0,9,3.43,1.08,1.08,1.08,0.62,1.08,1.24,1.08,1.08,1.84,1.54,-0.80,-0.25,-0.25,-0.81,-0.25,-0.25,-0.25,-0.20,-1.30,-0.90,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.08,-0.00,0.50,29.87,34.88,0,10,3.83,1.21,1.21,1.21,0.95,1.21,1.21,1.21,1.21,1.21,1.21,-1.71,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.57,-0.54,-0.54,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.00,28.48,27.65,0,10,2.83,0.89,0.89,0.89,-0.57,0.89,0.89,1.07,2.70,0.89,0.89,-1.17,-0.37,-0.37,-0.37,-0.37,-0.73,-0.37,-0.37,-0.18,-0.37,-0.37,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.02,0.00,24.15,28.97,0,11,3.83,1.21,1.21,1.21,-1.21,1.21,1.21,1.21,1.21,1.21,1.21,-1.61,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.50,32.71,26.58,0,8,3.36,1.43,1.23,1.06,-0.83,-1.06,2.43,1.06,1.09,1.64,1.18,-0.57,0.18,-1.68,-1.09,-0.13,-0.18,-0.18,-0.91,-1.47,-0.18,-0.39,0.00,0.75,-0.00,-0.00,0.00,-0.00,-1.27,0.78,-0.00,0.00,0.00,5.00,33.01,25.99,0,8,4.28,1.35,1.35,1.35,-1.35,-1.35,1.98,1.35,1.35,1.35,1.35,-2.01,0.74,-0.67,-0.64,-0.49,-0.64,-0.12,-0.64,-1.20,-0.64,-0.64,0.00,1.09,0.00,0.00,0.00,0.00,-1.38,0.54,0.00,0.00,0.00
18.50,38.88,44.44,0,10,2.59,0.82,0.39,0.82,0.82,0.82,3.53,2.15,0.82,0.95,0.82,-0.80,-0.25,-1.56,-0.25,-0.25,-0.25,-1.82,-0.07,-0.39,-0.78,-0.25,-0.00,0.00,0.00,-0.00,-0.06,0.00,0.00,-0.00,-0.00,0.00,0.00,5.50,38.63,44.07,0,10,3.23,1.02,0.48,1.02,1.02,1.02,2.83,1.67,1.02,1.02,1.02,-1.73,-0.55,-0.81,-0.55,-0.55,-0.55,-1.44,0.37,-0.55,-0.55,-0.55,0.00,0.00,0.00,0.00,-0.43,0.00,0.00,0.00,0.00,0.00,0.00
23.00,39.28,29.20,0,0,2.59,0.82,0.38,1.22,0.82,-0.73,0.82,1.28,0.82,2.24,2.13,-2.03,-0.64,0.38,-0.13,-0.64,0.64,-0.64,-2.00,-0.64,-0.64,-1.03,-0.58,-0.18,-0.49,-0.18,0.18,-0.77,0.16,-0.18,0.37,-0.32,0.18,17.50,46.89,33.54,0,0,4.47,0.08,0.01,1.41,0.76,-1.23,0.37,1.41,0.65,1.69,2.37,-3.37,-0.74,1.06,0.40,-0.71,1.70,-1.07,-2.02,-0.47,-0.85,-1.07,-3.20,0.40,-0.75,-0.26,0.99,-0.93,-0.04,0.36,1.81,-0.44,1.01
15.50,43.46,32.92,0,8,2.54,0.80,0.80,0.80,0.80,0.80,0.80,0.80,1.21,0.80,0.80,-0.60,-1.93,-0.19,-0.19,-0.19,-0.19,-0.58,-0.19,-0.80,-1.77,-0.19,0.00,0.05,0.00,0.00,0.00,0.00,0.73,0.00,0.06,0.00,0.00,0.00,35.01,26.61,0,11,2.95,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,-1.91,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.50,38.00,29.40,0,9,2.02,1.07,0.64,0.64,0.64,0.64,1.07,0.59,0.64,1.82,0.64,-1.35,-0.44,-0.43,-0.43,-0.43,0.25,-0.43,-0.43,-2.91,-0.43,-0.43,-0.00,-0.00,-0.00,0.04,-0.00,0.00,-0.00,-0.25,-0.00,-0.00,0.00,0.00,27.67,27.77,0,11,2.86,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,-2.56,-0.81,-0.81,-0.81,-0.81,0.81,-0.81,-0.81,-0.81,-0.81,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.50,43.74,26.33,0,11,1.69,0.53,0.53,0.53,0.53,0.57,0.53,1.25,0.53,1.10,0.53,-0.90,-0.29,-0.29,-0.29,-0.29,-2.04,-0.29,-0.29,-0.45,-1.36,-0.29,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,35.89,38.00,0,11,2.69,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-2.32,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.50,32.17,32.52,0,11,1.96,0.62,0.82,0.62,0.62,0.62,0.81,1.39,0.62,1.36,1.06,-1.38,-0.44,-1.01,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,2.50,26.69,30.80,0,11,3.18,0.11,1.01,1.01,0.66,1.01,1.01,1.17,0.81,1.18,1.01,-1.81,-0.41,-1.09,-0.57,-0.57,-0.53,-0.57,-0.57,-0.57,-0.57,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.00,41.03,43.71,0,9,2.49,1.68,0.79,0.79,0.79,0.79,0.40,0.79,0.79,0.79,0.98,-0.64,-0.13,-0.20,-0.20,-0.20,-1.52,-2.25,-0.20,-0.32,-1.18,-0.20,0.00,-0.00,-0.00,-0.00,0.47,0.00,0.09,-0.00,-0.00,0.00,0.00,0.50,31.34,34.25,0,10,3.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,-1.82,-0.57,-0.57,-0.57,-0.57,-0.57,-0.67,-0.57,-0.57,-0.57,-0.57,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00
