29.00,35.10,48.26,0,8,4.01,1.57,1.27,1.67,1.27,1.27,1.27,1.34,1.27,1.60,1.63,-1.81,-2.25,-0.35,0.57,-2.15,-2.15,-0.94,-1.39,0.79,-0.61,-2.04,0.00,0.00,0.18,0.00,-0.00,0.00,1.01,-0.21,0.00,0.00,-0.00,0.50,32.82,49.70,0,10,4.27,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,-4.12,-1.30,-1.09,1.30,-1.30,-1.30,-1.30,-1.30,1.30,-1.30,-1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00
25.00,42.93,49.37,0,10,5.17,1.63,1.64,1.64,1.64,1.64,1.67,1.64,1.64,1.69,1.64,-1.32,-0.42,-0.42,-0.42,-0.29,-0.42,-2.72,-0.94,-0.42,-0.41,-1.72,0.00,0.00,0.25,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,1.50,36.89,38.96,0,10,5.49,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,-2.41,-0.76,-0.76,-0.76,-0.48,-0.76,-1.66,-0.76,-0.76,-0.76,-0.76,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.00,46.11,37.91,0,6,3.51,-0.21,1.11,1.67,1.44,0.86,1.11,1.11,2.12,2.53,2.72,-1.99,-0.63,0.74,-0.63,-0.07,-1.86,-1.24,-0.91,-3.76,-0.94,-1.68,-0.00,0.00,-1.07,-0.37,-0.33,-0.00,0.67,0.52,0.00,-0.00,0.00,11.00,49.66,41.80,0,6,4.98,-1.57,1.20,1.57,1.57,0.95,1.57,1.57,1.57,2.53,1.97,-3.27,-1.03,1.30,-1.03,-0.53,-1.03,-1.03,-1.03,-3.19,-1.03,-1.03,0.00,0.00,-1.79,-0.93,-0.57,0.00,1.49,0.93,0.00,0.00,0.00
29.00,51.10,36.60,0,7,3.64,0.15,1.15,1.52,2.08,2.64,1.26,1.15,1.77,1.98,1.15,-0.84,-0.27,-2.15,-0.53,-0.27,-0.69,-0.27,-2.62,-2.18,-1.36,-0.84,-0.00,-0.58,0.00,0.00,0.00,-0.25,1.10,0.00,-0.00,0.00,0.04,0.00,39.19,28.04,0,11,4.65,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,-3.09,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.00,33.54,37.21,0,11,5.17,1.64,2.43,1.64,1.54,1.64,1.64,1.64,1.64,1.64,1.64,-1.90,-0.60,-0.99,-1.94,-0.60,-0.60,-0.60,-0.60,-0.66,-0.60,-0.65,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,32.24,33.22,0,11,5.62,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,-2.60,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.00,35.11,31.25,0,10,4.15,1.64,1.31,2.47,1.31,1.31,1.31,1.31,2.90,1.31,1.31,-2.04,-0.64,-0.64,-0.64,-0.64,-1.63,-0.64,-0.78,-0.25,-0.64,-0.64,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.24,0.00,28.63,31.39,0,11,5.20,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,-2.60,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.50,38.60,32.50,0,8,3.35,2.59,3.21,1.60,1.00,1.06,2.12,1.06,1.06,1.81,1.06,-1.57,-0.50,-2.38,-1.86,-0.50,-0.50,-0.29,-0.60,-1.19,-0.50,-0.50,0.00,0.53,-0.00,-0.00,0.00,-0.00,-0.79,0.53,-0.00,-0.00,0.00,3.00,34.01,26.38,0,8,5.19,1.64,1.64,1.64,0.94,1.64,1.64,1.64,1.64,1.64,1.64,-2.92,-0.73,-0.92,-0.92,-0.92,-0.92,-0.35,-0.92,-0.92,-0.92,-0.92,0.00,0.55,0.00,0.00,0.00,0.00,-0.73,0.25,0.00,0.00,0.00
23.50,48.20,53.21,0,11,4.33,1.53,1.37,1.37,1.37,2.12,2.80,1.37,1.37,1.37,1.37,-1.69,-0.53,-1.79,-0.79,-0.53,-0.53,-1.14,-0.53,-0.53,-0.53,-0.53,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,42.04,48.45,0,11,5.41,1.71,1.71,1.71,1.71,1.71,1.86,1.71,1.71,1.71,1.71,-2.99,-0.94,-1.15,-0.94,-0.94,-0.94,-0.94,0.20,-0.94,-0.94,-0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.00,50.79,40.50,0,0,4.68,1.48,1.48,2.46,1.63,0.96,0.71,1.48,0.60,2.16,1.97,-2.57,-0.81,-0.81,-0.81,-1.02,0.64,-0.81,-2.44,-0.81,-0.81,-1.40,-0.53,-0.10,-0.59,-0.17,0.17,-0.83,-0.17,-0.17,0.53,-0.40,0.11,8.00,57.86,44.99,0,0,5.12,1.62,1.62,2.41,1.62,1.26,0.73,1.62,0.66,1.62,1.87,-3.44,-1.09,-0.77,-0.57,-1.09,1.09,-1.09,-2.15,-0.64,-1.09,-1.09,-2.22,0.13,-0.70,-0.70,0.70,-0.70,-0.68,-0.13,1.51,-0.52,0.70
23.00,52.99,44.67,0,9,3.77,1.19,1.19,1.50,1.19,1.76,1.19,1.19,1.26,1.19,1.19,-1.85,-3.06,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-1.13,-1.43,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.07,0.00,0.00,0.00,39.20,35.28,0,11,4.43,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,-3.20,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
